    369.16      241.92        0.75       14.55        0.03        0.03      950.98
    824.89      295.22        0.75       21.18        0.02        0.02     2124.96
   1463.27      351.93        0.80       24.85        0.01        0.01     3769.45
   1147.47      609.37        0.85       21.53        0.02        0.01     2955.94
    111.39      768.48        1.00        7.54        0.08        0.06      286.96
     28.08      786.11        0.80        4.23        0.17        0.13       72.33
     62.65      934.03        1.09        5.91        0.11        0.11      161.40
    274.99     1120.33        0.95       10.69        0.04        0.03      708.38
    100.62     1238.25        1.09        6.93        0.08        0.06      259.21
     79.03     1377.61        1.12        6.44        0.10        0.08      203.59
     30.95     1508.99        0.93        4.19        0.15        0.10       79.74
     52.22     1729.31        1.26        5.28        0.15        0.11      134.53
    256.78     1764.47        1.13       10.65        0.05        0.04      661.48
     20.11     1846.74        1.00        3.45        0.21        0.13       51.81
     56.29     2203.82        1.34        5.51        0.15        0.11      145.01
