434.8			241.5		1		235		247
1018.16		294.85	1.15		291		298
715.25    		351.92      0.76    	348.50    	354.50
1103.6		609.6		1.5		603		615
111 			768.8 	0.7 		760		 775
6 			786.5 	0.4		 782.5 	 792.5
6 			933.7 	0.4 		 930 		 940
223			1120		1.5		1112 		1131
6 			1237.5 	1.20 		1232 		1243
34.48   		1378.05      0.78   	1369.00   1383.00
5 			1508.4 	 1.0 		1500 	  	1515
8 			1730.2	 0.4 		1720 		1740
