    313.65      241.89        0.92       14.04        0.05        0.04      808.27
    703.83      295.15        0.91       20.49        0.03        0.02     1813.75
   1254.02      351.92        0.86       23.19        0.02        0.01     3231.59
    998.72      609.36        0.93       20.14        0.02        0.02     2573.68
     96.49      768.50        0.95        6.68        0.07        0.05      248.65
     23.98      785.98        0.76        3.87        0.14        0.11       61.80
     60.07      934.08        0.99        5.56        0.10        0.08      154.80
    231.00     1120.34        1.15        9.87        0.05        0.04      595.30
     86.02     1238.02        1.01        6.33        0.08        0.07      221.66
     54.92     1377.63        0.99        5.33        0.11        0.08      141.52
     20.11     1509.39        1.08        3.65        0.23        0.17       51.83
     41.37     1729.14        1.58        5.29        0.27        0.22      106.61
    208.58     1764.35        1.30        9.68        0.07        0.05      537.50
     24.54     1847.46        1.01        3.64        0.17        0.12       63.23
     45.24     2203.65        1.13        5.07        0.17        0.15      116.59
