515.8			241.4		1		230		245
1018.16		294.85	1.15		291		298
1535.7		351.71	1.25		345.85	356.93
156 			511.5 	1.6 		504 		518
1103.6		609.6		1.5		603		615
134 			768 		0.7 		762		 775
67 			786 		0.4 		781 		 791
80 			912.3 	0.5 		900	 	920
103.8			936 		0.60 		928.4 	943.2
290			1121		1.5		1115 		1131
109.2 		1241 		2 		1230	 	1248
95 			1377.7 	1.25 		1371 		1382
631.5 		1460.80 	1.25 		1452 		1468
40 			1510 		1.20 		1502 		1517
28 			 1666.5 	2.5 		1653		 1668
47 			1729 		1.5		 1720 	1737
240.2 		1765 		1.25 		1755 		1770
46 			1848 		0.4 		1840 		1855
15 			2103.6 	0.4 		2095 		2110
26 			2118 		0.4 		2110 		2125
65 			2204 		1.10 		2196 		2213.5
23 			2448 		0.5 		2438 		2455
120 			2614.1 	1.75 		2600	      2620
