    428.11      241.93        0.65       15.35        0.03        0.02     1102.60
   1079.35      295.19        0.73       23.54        0.02        0.01     2779.90
   1927.17      351.93        0.74       28.38        0.01        0.01     4963.48
   1496.01      609.35        0.84       24.55        0.01        0.01     3853.00
    140.43      768.50        0.91        8.35        0.06        0.05      361.69
     34.41      785.92        0.75        4.78        0.12        0.11       88.63
     85.51      933.91        0.93        6.80        0.08        0.07      220.23
    353.45     1120.41        1.00       12.21        0.04        0.03      910.31
    119.35     1238.19        1.02        7.44        0.07        0.06      307.38
    102.90     1377.70        1.08        7.12        0.09        0.06      265.03
     39.62     1509.61        1.26        5.14        0.18        0.17      102.05
     16.40     1661.22        0.82        3.52        0.18        0.29       42.23
     82.57     1729.44        1.14        6.25        0.09        0.09      212.66
    332.07     1764.41        1.25       11.98        0.05        0.04      855.25
     36.44     1847.38        1.12        4.55        0.16        0.12       93.85
     15.74     2118.62        1.00        3.68        0.27        0.24       40.53
     74.18     2203.84        1.13        5.94        0.10        0.09      191.06
     12.08     2447.80        0.82        4.00        0.30        0.26       31.12
