    365.57      241.95        0.86       14.59        0.04        0.03      942.15
    827.06      295.21        0.85       19.73        0.02        0.02     2131.49
   1496.77      351.92        0.86       25.22        0.02        0.01     3857.44
   1147.32      609.37        0.93       21.67        0.02        0.01     2956.86
     99.90      768.38        0.98        6.83        0.07        0.06      257.45
     20.89      786.14        1.04        4.04        0.23        0.19       53.82
     58.26      934.25        1.09        5.82        0.12        0.10      150.14
    273.64     1120.30        1.09       10.73        0.05        0.03      705.22
    104.61     1238.26        1.11        7.09        0.08        0.07      269.59
     77.99     1377.55        1.15        6.26        0.10        0.08      200.99
     31.48     1509.44        1.12        4.24        0.18        0.12       81.13
     52.30     1729.32        1.14        5.27        0.13        0.14      134.78
    233.19     1764.47        1.29       10.20        0.06        0.05      600.98
     32.25     1847.44        0.96        4.03        0.13        0.12       83.12
     58.50     2203.79        1.20        5.44        0.12        0.12      150.76
